ID,Product_Type,Raw_Material_Usage_kg,Energy_Consumption_kWh,Waste_Generated_kg,Transport_Distance_km,CO2_Emission_kg_per_unit,Manufacturing_Energy_kWh,Renewable_Energy_%,Cost_per_Unit,Delivery_Time_days,Sustainability_Score,CO2_Factor_per_USD,Ownership_Type,Certification,Packaging_Type,Locality
140,food,61.7383920386801,412.2450498563464,9.198743896051958,2777.646854467809,384.0673787248101,612.8288894682792,43.26196062158398,785.0682179857231,10,64.86,,Women-Owned,ISO14001,Plastic,International
141,electronics,13.49422854401868,171.41932405769646,39.2509541538523,2144.247750966425,914.0710493615314,579.3076147167033,32.20814220498073,2646.833921124183,11,27.69,,Local Vendor,FairTrade,Biodegradable,National
142,food,183.7167732464948,421.27223458102793,29.60486624519147,885.1054447848808,590.5077091177582,248.4568662341644,63.64128497832301,3009.2522024472632,11,56.24,,Women-Owned,ISO14001,Plastic,International
143,pharmaceutical,32.372705749126816,274.21505701855415,47.658867499182136,937.5883718621566,774.0658578225624,267.29837614808594,44.85640148075847,1924.8271544757783,11,36.29,,Local Vendor,GreenSeal,Plastic,National
144,pharmaceutical,119.53813034770818,84.67622561044902,3.078692612137693,2148.909461997718,821.216382433342,296.89919448712385,31.702381680871504,2481.723524868169,10,45.02,,Local Vendor,None,Recycled,National
145,pharmaceutical,62.07049193056914,76.34791815979064,14.000980740217882,3810.6865935499536,374.75658982139527,387.78909478156544,66.83774196735612,1944.86939537248,13,72.69,,Local Vendor,GreenSeal,Recycled,National
146,pharmaceutical,115.29382047800075,200.40724341322732,30.47614008569138,4500.026769554164,462.00961475436105,264.02754595536874,70.70065057007854,3276.829075139366,14,62.75,,Corporate,FairTrade,Biodegradable,International
147,pharmaceutical,133.7698737868542,403.2036397001604,15.531435698090604,512.2255450709758,856.0481856859515,113.75603792279348,57.11057164020739,4526.044197423504,1,47.61,,Corporate,None,Recycled,Local
148,automotive,167.6509427043683,368.4564206334121,36.00678403949087,2026.209147041065,395.0925840920197,715.5751397650369,13.287509568536713,986.8172578253354,13,38.41,,Corporate,FairTrade,Recycled,National
149,apparel,49.22004163451461,404.8767341025829,38.191258843574616,591.2032622420954,804.2383767792587,775.9268819666189,49.64260161165725,2030.7622875349923,10,41.36,,Women-Owned,None,Plastic,Local
150,pharmaceutical,12.089207445111292,282.7710753987242,6.023282239257248,181.3031550997296,943.9427064457152,339.0992709220976,63.43064383980971,876.1692989641343,9,59.24,,Local Vendor,ISO14001,Compostable,Local
151,electronics,36.00826971307338,248.08954907997077,26.17886874613162,3342.421544955388,642.0498544146067,336.95481559783104,19.555210845850752,3199.730097957593,1,33.65,,Corporate,ISO14001,Recycled,International
152,electronics,181.00354195114,116.35363701782778,25.935637223961734,3052.0022656362803,754.5459230792944,104.96426894205968,26.00695259692224,3698.57844554526,1,32.6,,Corporate,ISO14001,Compostable,Local
153,electronics,176.0391147368779,197.6867391241902,19.094757740561512,898.7936576929424,814.8424464390781,576.1754818312618,71.77465735476954,4673.181116467788,14,54.46,,Women-Owned,GreenSeal,Recycled,Local
154,electronics,123.50848941235856,245.30871477824388,46.713318265913934,1245.682882156014,852.7876664518104,677.8079270240402,11.408520529715185,1538.5852460526316,12,18.36,,Corporate,FairTrade,Recycled,International
155,automotive,124.09820348239414,89.87019335582775,41.54780967378784,216.16799285814005,425.3006709639562,202.62581025200225,62.69089964781832,4761.013788154065,10,52.45,,Women-Owned,GreenSeal,Biodegradable,National
156,electronics,136.35696816378854,149.27537872004507,35.1632597135722,4191.241307902578,98.70028621719824,211.7664445570055,43.1641304760096,503.6608247392391,8,63.55,,Minority-Owned,ISO14001,Biodegradable,Local
157,pharmaceutical,43.32054293845543,319.2013823286825,36.00200515101488,4875.983920637902,431.78245767490256,653.0582749800064,41.27405111877248,3094.4665441500238,6,47.09,,Corporate,FairTrade,Biodegradable,International
158,food,183.7382697257424,381.0484014076354,23.624091046842835,763.7517302939849,690.0684182948853,531.4035238479013,10.496757274642102,474.2370528479839,6,34.15,,Minority-Owned,ISO14001,Compostable,Local
159,electronics,89.5663997294939,499.2563801268273,46.12873153373221,1234.2285474499608,477.8328664917531,131.4023903394019,67.3578761676545,4490.116101257335,12,51.91,,Women-Owned,GreenSeal,Plastic,Local
160,automotive,82.79632036740452,469.90099910460094,35.03517593541098,4355.206667339977,761.5149933173786,535.7828933235971,35.18774304455965,2743.08347393626,9,35.25,,Local Vendor,GreenSeal,Recycled,National
161,automotive,108.59436400373912,339.1543397908362,36.720072021135,4639.672609985306,389.13330799523067,316.24240599063626,47.853594191038,3412.872083661421,4,50.74,,Corporate,GreenSeal,Recycled,Local
162,electronics,18.92353368726046,239.5616239823324,43.22285428557992,2156.1741757533705,653.006934048828,358.1076088295921,57.41104804349616,4191.554844370172,8,43.44,,Women-Owned,ISO14001,Recycled,International
163,food,41.59384006365509,336.27981411870473,14.429507877767358,348.0501141184632,227.09881461127583,638.8119928078162,59.1840703506541,921.49098792305,4,75.16,,Local Vendor,FairTrade,Compostable,Local
164,electronics,150.2263871210104,403.5432281361044,40.54647428946845,293.01998509481507,761.900964812709,667.6546348708274,76.91860411782505,385.23949730304247,14,58.61,,Local Vendor,FairTrade,Biodegradable,National
165,automotive,25.73174690577403,103.25128591552428,10.56678954486811,2912.354343738152,568.4111703723745,380.2496387878815,47.19379672656264,4418.62950038169,2,53.48,,Minority-Owned,ISO14001,Plastic,National
166,apparel,124.59890079861376,234.4572003633297,17.921755659999505,2025.1860335765773,243.86116911927056,763.0070552044483,37.980368568209926,1711.679491802876,11,61.08,,Women-Owned,FairTrade,Compostable,International
167,pharmaceutical,56.61633083945098,427.9110285360277,17.444912259222292,240.39689513050712,327.3156148229169,384.52390256645054,76.75925385441955,819.0987580503933,8,79.94,,Local Vendor,ISO14001,Biodegradable,National
168,automotive,83.96616666797554,222.7248283698698,48.94774795106789,2957.936722331528,761.1782731527408,640.2852246610769,54.94771645178648,2448.6139380180152,12,40.16,,Corporate,FairTrade,Compostable,Local
169,electronics,64.85180998643298,307.342522052234,42.97032396364842,155.3824292862101,508.47117387844463,438.71408519498135,30.87052493935889,3071.8691633408903,7,36.85,,Corporate,None,Plastic,National
170,pharmaceutical,77.57781612834033,314.4962123879892,35.357323217922726,3958.1225949314376,255.22986837341855,728.2726285654588,18.85249717824998,348.6588964280486,4,46.93,,Minority-Owned,None,Biodegradable,International
171,electronics,146.61872198500663,133.01431391013773,36.62578131915412,1601.5208312465206,968.9076308517828,735.4328705551251,68.97881510256269,1519.499159634021,9,47.73,,Local Vendor,GreenSeal,Compostable,National
172,electronics,66.45312596840326,213.00594874352976,28.541566925725984,297.26421474523727,729.3687688260435,161.1917655097587,35.35271219559061,357.43939652910086,9,43.66,,Women-Owned,None,Plastic,National
173,apparel,117.61688165641048,200.53007993386947,47.40744268831744,2982.925882817451,959.2780909128064,755.545331917158,56.23288049551018,2217.609868138395,8,35.94,,Corporate,None,Recycled,National
174,pharmaceutical,100.44957641782894,61.78851883942916,25.316678891235718,2048.653630721968,455.74979309232606,677.874389064291,42.95714935561287,4496.480139517973,14,48.69,,Local Vendor,None,Plastic,International
175,pharmaceutical,136.09752141890314,60.88629375110986,19.64536778362483,4871.622025450032,501.3453236571344,653.9175000188668,23.925084585652684,4916.731575169132,1,39.23,,Local Vendor,ISO14001,Recycled,National
176,apparel,187.997650471704,424.26366965409807,8.988731509647959,2766.5734462681407,903.0574553757682,240.6379377798657,52.11806260343256,3257.828256817412,7,48.86,,Minority-Owned,None,Compostable,National
177,automotive,149.18869846994755,172.8818644877656,39.52407696079184,1448.6719870813406,548.7968732331153,663.5834461282655,14.247814826547762,975.8609301660408,5,32.9,,Corporate,None,Biodegradable,Local
178,electronics,50.83867193224378,283.1354448074669,36.98775267170398,3576.250436706476,721.9149663103838,695.0929142795258,38.933972190983454,4548.077071996668,7,33.92,,Corporate,GreenSeal,Biodegradable,International
179,food,15.924795661644088,184.42650811494784,19.83339688768261,1430.3108124592854,289.5642336207535,302.40523411790565,48.26304577645697,2677.98955136029,12,62.16,,Women-Owned,None,Compostable,National
180,electronics,59.83016841696677,473.3056603019032,2.2344772840022387,4530.792127897069,474.3901452675085,766.5820548536266,40.52328818830053,937.9966980940068,9,63.26,,Corporate,None,Biodegradable,International
181,electronics,123.06480683304842,166.68354148959818,42.11086905818252,1936.1376554861445,167.27737251983734,134.90210247941496,62.40705226756936,4624.288013367975,2,60.09,,Women-Owned,FairTrade,Biodegradable,National
182,automotive,19.77090456200757,243.3455657325208,1.559481189249608,2794.3559576034054,245.6810340831136,204.93647727299776,67.95474681817187,3835.851443470895,13,78.31,,Corporate,GreenSeal,Recycled,National
183,electronics,104.30958696823492,442.7286127180709,35.48128920182349,347.8082087387214,50.89624450424953,476.30679663606,63.98701518232247,3712.185309071128,14,68.85,,Minority-Owned,GreenSeal,Compostable,National
184,apparel,123.40014129420896,428.8701050563139,48.5425983765768,2187.994065965931,87.30179906622722,503.0547297856168,12.716906346826148,3604.067378213143,11,37.11,,Corporate,GreenSeal,Plastic,Local
185,apparel,73.50633925522256,133.7456380308248,22.44540507926197,4178.581344338875,978.4196320180828,551.6050583106323,23.58901393121805,1161.6311412629232,4,31.14,,Women-Owned,GreenSeal,Recycled,Local
186,pharmaceutical,156.47331871170616,411.1894894080697,12.513696844801686,4047.6791462803753,280.2360103799242,111.87839052082651,47.5625256484642,1212.832120196125,4,67.94,,Women-Owned,GreenSeal,Compostable,Local
187,food,30.253668095416643,256.1840990320517,35.5386794921257,1199.1609383822786,680.1451740288019,772.2567422354912,75.43754283106608,3503.806392450824,2,56.09,,Minority-Owned,GreenSeal,Recycled,International
188,electronics,24.276178529803666,267.33599243840985,41.03927895876368,1207.787447951757,847.144713859631,131.2116649139008,68.44697425364818,1254.669200529905,3,49.88,,Corporate,ISO14001,Plastic,International
189,electronics,148.35586367868464,110.0659875871747,27.77508548781452,4104.79602984486,573.127436274736,200.1433669063817,68.97741558462612,2305.6241446546346,11,61.57,,Corporate,None,Plastic,Local
190,automotive,104.14335007917772,86.27068119070609,48.384728487551165,4658.952258829695,195.4872750797584,109.81016226823988,31.22457356317724,3953.608762850919,14,42.49,,Minority-Owned,GreenSeal,Compostable,International
191,apparel,140.79645532126986,377.5726881381944,3.531767361240094,567.2685142377175,741.710615469358,496.8009033058663,40.06135279550918,3962.972086869636,14,48.44,,Corporate,None,Plastic,National
192,food,92.61719433471178,273.4075185598849,25.73498431692188,2305.287333188504,620.2388395946039,752.5868187446806,42.949416312115616,2375.656508124126,13,47.82,,Corporate,None,Recycled,National
193,pharmaceutical,56.81638631543029,246.5828161768308,36.20424341880496,1753.525966924722,744.6880598800063,566.1630162563249,21.016010834493727,4002.511703721176,8,25.68,,Women-Owned,ISO14001,Plastic,National
194,apparel,165.62944035809795,378.27870289357855,43.269383086309766,4366.373431741453,781.2592917142329,675.8602279362991,12.174769117111945,4225.3846217506725,12,16.89,,Corporate,GreenSeal,Recycled,Local
195,pharmaceutical,161.88901700410605,394.4808045459994,9.783524983481712,509.272081932092,976.639849300508,109.29684242100606,76.28320296223617,3342.923606164449,9,58.24,,Corporate,FairTrade,Recycled,International
196,automotive,141.99232946234108,121.5086754512091,40.20017060642039,1134.5171185343834,594.8851160253745,479.41070893580826,26.84988099644547,1296.444091080417,6,36.91,,Minority-Owned,ISO14001,Plastic,Local
197,automotive,61.70757607369291,324.6013172649386,28.08264671020872,3787.094854173822,374.5590570560717,421.6940842538653,26.79642326065419,1515.256545850628,10,47.9,,Minority-Owned,FairTrade,Compostable,International
198,electronics,122.14382670512654,110.90933702495848,20.4311304175082,351.3398600079564,666.0413290552252,449.2775609545552,15.836533763813168,1711.2375459619298,2,36.34,,Local Vendor,None,Biodegradable,National
199,food,78.58504041860509,388.11878871307056,7.454036400375585,2513.4233655000176,115.01867378049482,150.54922973463155,74.9955426360645,760.6597171229696,2,89.54,,Women-Owned,None,Plastic,Local
200,pharmaceutical,27.400593932060488,345.6298203202128,43.39949218653671,2266.324469930628,902.527452405507,579.1047527485152,50.58159804578404,1511.1661777757363,7,37.83,,Corporate,ISO14001,Recycled,International
201,apparel,184.28957933782613,480.4765794875561,8.706387200806052,1738.5657770448684,163.41196077128694,452.2542904010441,56.69257999877477,1205.6922767001545,8,77.55,,Corporate,ISO14001,Recycled,International
202,automotive,35.99553987460267,81.03110736038953,16.179605101245862,2033.4043450627264,361.4506959915273,635.6041949028847,73.81038210841368,2385.5779990812903,8,74.82,,Local Vendor,FairTrade,Plastic,National
203,electronics,190.54509722595247,75.67462451806445,15.212231066159408,2696.7088759581416,824.9581115948149,439.7034438432008,34.193411823055264,4560.500229786871,14,37.14,,Corporate,GreenSeal,Compostable,Local
204,electronics,94.7410968620116,176.98418361194007,43.69928767535186,890.7000561030773,617.4467594141762,204.56714535850244,53.50551177966589,701.5055204189988,6,49.35,,Women-Owned,FairTrade,Compostable,Local
205,pharmaceutical,45.17525647933773,167.76755768115768,33.962446716236,2902.7798035896044,423.95374426357,553.7798678544755,12.715961831022122,3657.2860349474986,10,32.74,,Local Vendor,ISO14001,Recycled,Local
206,automotive,112.96118000188804,161.1404595823999,40.03738846237725,4046.6184135699327,499.7638764062704,220.6704534736164,23.07407697617905,3498.958421183013,8,33.53,,Women-Owned,FairTrade,Recycled,National
207,food,175.85970881651758,457.8145612344665,13.27292704083245,3824.7885559717793,861.8200235420713,710.6761943483705,68.18720635629597,659.6201535841168,14,61.61,,Local Vendor,ISO14001,Compostable,Local
208,automotive,149.12272841781663,162.29578993227773,31.618830880742948,854.1095329994911,373.0041667568975,529.181367348469,63.6737849436835,4628.34754354784,1,58.74,,Local Vendor,FairTrade,Biodegradable,National
209,pharmaceutical,163.24661809367544,172.37737675788395,29.015553174043685,831.3224017332221,876.1672005715627,210.042718489868,34.544988402000286,2928.666570352734,9,33.52,,Minority-Owned,ISO14001,Plastic,National
210,pharmaceutical,135.16883967503628,391.72921808808366,41.80868846262528,1414.054401950075,133.72770942785692,773.6366402368448,36.37674394419487,1945.8825014512845,13,53.56,,Women-Owned,ISO14001,Recycled,National
211,automotive,141.53254725839196,252.382929102743,45.39826596358176,1869.2661590710825,787.9585153481992,462.8558243347245,47.34881034875056,3831.385200777472,12,34.21,,Corporate,ISO14001,Recycled,International
212,pharmaceutical,171.34717379741068,399.5197506298316,1.5956818023919537,2101.4323489015646,855.1702514019995,151.0289163101585,10.01687032795942,1435.3542003278435,1,35.84,,Corporate,GreenSeal,Compostable,Local
213,automotive,57.43692168324533,79.41477090397336,34.02697603388084,3430.516362483392,222.7267701954718,538.7830330905471,26.88710352266195,3528.847217822338,13,46.09,,Women-Owned,FairTrade,Plastic,Local
